genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
g__Acinetobacter	0.393862982	0.04486526	0.693991853	0.222584537	0.003414544	0.024692232	0.452072539	0.020260203	0.027472372	0.006213602	0.366683898	0.0878723	0.007891185	0.012123779	0.060187729	0.099150679	0.012187668	0.282187412	0.003093391	0.030747014	0.041855565	0.136319025	0.004538666	0.009917251	0.033613233	0.037835205	0.001009799	0.004140199	0.011318428	0.018614367	0.004228204	0.076563576	0.03377568	0.030363196	0.031692171	0.020987898	0.006534469	0.074516517	0.126616535	0.295306521	0.033389049	0.166311003	0.075547072	0.140947669	0.24426248	0.063674925	0.101571799	0.063122737	0.065804231	0.140835013	0.034310866	0.067762035	0.054374214	0.153581552
g__Enhydrobacter	0.048199956	0.004716155	0.004702288	0.000465833	0	0.000885238	0	0.006944075	0.000706594	0	0.000337139	0	0.00228429	0.001190626	0.005622509	0	0.010378466	0.003976745	0.000100146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241658	0	5.45368E-05	0	4.51773E-05	0	0	0	0	7.93437E-05	0	5.55085E-05	0	5.50373E-05
g__Perlucidibaca	0	0.000628134	0	0.000382222	0	0.004048487	0	0	0	0	0.003023015	0.000997657	0.001155124	0.014825585	0.004827643	0.001150123	0.002004792	0	0.025793099	0.062316355	0	0.000787747	0.000583376	0.000960141	0.004223718	0	0	0	0.000858556	0.000133055	0	0.000582535	0.000941437	0.004874899	0	0.00092609	0.000515218	0.050005463	0.006171981	0.000467789	0.000161105	0.00044458	0.005467312	0.001695129	0	0.000196717	0.024644682	0.008476241	0.004930966	0.002903978	0.000954553	0.004343542	0.010120214	0.005778915
g__Pseudomonas	0.004106111	0.039212052	0.00068887	0.005566106	0.005629384	0.052854597	0.001463908	0.059583356	0.015983155	0.068538294	0.018610087	0.039312177	0.005983283	0.026296809	0.007773323	0.06505144	0.016099457	0.001241471	0.004484305	0.036573503	0.003432725	0.005811251	0.004235311	0.016979344	0.009708248	0.009418205	0.003709466	0.018488946	0.0093111	0.001636574	0.00109576	0.001615209	0.004861944	0.016803874	0.001414946	0.199483887	0.004724924	0.02489347	0.186838812	0.072627173	0.029965564	0.035858547	0.221078465	0.157097206	0.029726677	0.051908772	0.146345306	0.238920542	0.024306764	0.039322722	0.018207209	0.23664673	0.208180994	0.131910619
g__Arenimonas	0	0.005869451	0	0.00094361	0.002636714	0.001392774	0	0.004815623	0.003843871	0.003220004	0.000651803	0	0.000752777	0.000400691	0.001192299	0	0.002921618	0	0.001813751	0.000651845	0.003420888	0.002569864	0.002193494	0.001111743	0.000958217	0.0018906	0.002369937	0.002188391	0.001753389	0.001809545	0.00054788	0.001231266	0.00114778	0.002066182	0	0.001019739	0.001369725	0	0.000802251	0.00083962	0.00032221	0.000266748	0	0.001088089	0.012502824	0.001672097	0.00010502	0.000252603	0.000560777	0.000634749	0.000547984	0.00058284	0.000292492	0.000550373
g__Chthoniobacter	0.000562248	0.000123567	0	0	0.001779782	0.000873435	0	0.000465599	0.001752353	0.00067922	0.000348377	0.001356365	0.00228429	0.000183173	0.00015196	0.000859432	0.000501198	0	0.000356074	0.002687606	0.000213066	0	0	0.000593772	0.000252162	0.00047555	0	0.00027207	0	0.004404114	0.001250596	0.003415771	0.002243974	0.007328491	0.002148622	0.001914612	0.002060871	0	5.34834E-05	0.000203908	8.05526E-05	0.001155908	0.00058627	0.000194711	0.000180709	0.000209012	0.00021004	0.000505206	0.007444793	0.002300966	0.000830814	0.001082416	4.38738E-05	0.002394122
g__norank_c__Verrucomicrobiae	0.000357794	0.000144162	0	0	0.000817381	0.000637371	0	0.002886713	0.000367429	0	0	0	0.000415326	0.000354898	0.000409122	0	0.000586768	0	0.006609621	0.000100284	0.00501888	0.004429464	0.007595557	0.006253553	0.000302595	0.004569917	0.008830591	0.004566048	0.00036277	0.000957995	7.14626E-05	0.000119155	0	0.00054883	0.000262027	0.000645141	7.53977E-05	0	0.000139057	0.000191913	0	0.000127023	4.09026E-05	0.000183257	0.000214592	0.001229483	0	0.000308737	0	3.17375E-05	7.07076E-05	0.000249788	0	0.000275186
g__Lacunisphaera	0	0.000689918	0	0	0	0	0	0	0	0	0	2.24193E-05	0	0	0	0	0.000158916	0	0.000667638	0.000892526	0	0	0.000385028	0.000315836	0.001222987	0	0.000443075	0.000449507	0.001354342	0.00067858	0.001274416	0.000728168	0.001212262	0	0.002410649	0.000343382	0	5.46309E-05	0	0	0	0	0	0	0	0	0	0	0	0.000238031	0	0	0	0
g__DEV114	0	0.000380999	0	0.000179167	0	0	0	0	0	0	0.000258473	0	0	0	0	0	0.000598993	0	0.000211419	0	0	0.000103311	0	0	0.000252162	0.000197179	0	0.000118291	0	0.000758412	0	0	0	0.001033091	0.001703176	0	0	0	5.34834E-05	0	0.000402763	0	0.000149976	0.000251979	0	2.45897E-05	0.00026255	0.000294704	0	4.76062E-05	0	0.000124894	2.92492E-05	0.000646688
g__norank_f__Pedosphaeraceae	0	0.000566351	0	0	0	0	0	0	0	0	0.000595613	0.000470805	0	0	0	0	0.000660114	0	0.0001224	0.003921097	0.000982469	0.0004649	0.000408363	0.000631672	0.001866001	0.000533544	0	0.000875356	0.000217662	0.002049044	0.003418294	0.004289573	0.005751796	0.005972559	0.005882507	0.000530681	0.000113097	0	0.00028881	0.000215902	0	0.000177832	0.003544891	0.000171804	0	0.000184422	0.002152909	0.00155772	0.000328731	0.001459924	0.000106061	0.001443222	8.77475E-05	0.001155783
g__SH3-11	0.000272605	0.001215079	0	0.000668888	0.001450192	0.001251136	7.09774E-05	0	0.001158814	0.00067922	0.000932752	0.001490881	0.002193438	0.002106492	0.002080679	0.002527742	0.002567112	0	0.002637172	0.001464144	0.000319598	0.000684436	0.001260092	0.00117491	0.001109514	0.002192169	0	0.002117416	0.000350678	0.003313065	0	0.000172112	0.000683509	0.004891041	0.001100514	0.003017596	0.001206364	0.000655571	0.001914705	0.000347843	0.000120829	0.00105429	0.004853773	0.001511872	0.000429185	0.00033196	0.001120213	0.003620646	0.000116023	0.0002539	0.001467183	0.004551699	0.00016087	0.006521919
g__norank_f__Verrucomicrobiaceae	0	0	0	0	0	0	0.002226915	0	0.002586134	0	0	0.000448385	0.00059703	0	0	7.58323E-05	0	0	0.000623129	0	0.001657177	0.002505295	0.000338358	0	0	0.002215366	0	0	0	0.001184188	0	0	3.86892E-05	0.00062954	0	0.000499464	0	0	0	0	0	0	2.72684E-05	0	0	0	0	7.01676E-05	0.000812159	0.00414174	7.07076E-05	4.16314E-05	0	0
g__Limnodrilus	0	0	0	0	0.026509573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167919799	0	0	0	0	0.038709677	0	0	0	0.000588582	0	0	0	0	0	0	0	0	0.000613371	0	0	0	0	0	0	0	0.000443853	8.60215E-05	0	0	0	0	0	0	0	0
g__Pseudopolydora	0	0.01037851	0	0	0.002945508	0	0.00921659	0	0	0	0	0	0.002135231	0	0	0	0	0	0.390142022	0.00166113	0.005670312	0	0.002693344	0.012903226	0	0	0.662402924	0.002354326	0	0	0.001273885	0.000738007	0.014943216	0.025462963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Scolopocryptops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001670844	0	0	0	0	0	0	0	0.000228415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Niphargus	0.52173913	0.001221001	0.012875536	0.005484461	0	0.018518519	0	0.045546559	0.008130081	0	0.00874795	0	0.0113879	0	0.000970874	0.001294778	0.000474699	0	0.000835422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000306686	0	0	0	0	0	0.010443864	0	0	0	0	0	0	0	0.074074074	0	0	0
g__Primno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284819	0	0.000835422	0	0.0036452	0	0.000192382	0	0	0	0.012334399	0.057092407	0	0	0	0	0.002390915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Scina	0.008695652	0	0.008583691	0	0	0.002314815	0	0.064777328	0.014227642	0.005025126	0.000546747	0.004708098	0.003558719	0	0	0	0	0.03125	0.001670844	0	0	0	0.000384763	0.003225806	0.00172117	0	0	0	0	0.008196721	0	0.000738007	0	0.00617284	0	0.002590674	0	0	0.005641749	0	0	0	0	0	0	0	0	0	0	0.00530504	0	0	0	0
g__Aegla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002506266	0	0	0	0	0	0	0	0.002969392	0	0.002788104	0	0	0	0	0.000771605	0	0.023316062	0	0	0	0	0	0	0	0	0	0	0.010989011	0	0	0	0	0	0	0
g__Trapezionida	0	0	0	0	0	0	0	0	0.00203252	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0.010965756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parasesarma	0.004347826	0.023809524	0	0.001828154	0	0.05787037	0.322580645	0.002024291	0	0.016511127	0.037725533	0.096045198	0.204270463	0.53651154	0.021359223	0.278377212	0.923098832	0.03125	0.003341688	0	0.002430134	0	0.000384763	0	0	0	0	0.054738081	0	0	0.003184713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neohelice	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0.000769527	0.067741935	0	0.13245614	0.015075377	0	0	0.004098361	0	0	0	0	0.000730994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Erythropodium	0.113043478	0.002442002	0.030042918	0.367458867	0.005891016	0.164351852	0.041474654	0.052631579	0.076219512	0.051687006	0.003280481	0.316384181	0.448398577	0.049943246	0.02815534	0.157962883	0.000949397	0.125	0.161236424	0	0.006885379	0	0.001731435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006346968	0.028284672	0	0.054263566	0	0	0	0	0	0	0	0	0.074074074	0	0	0
g__Cornularia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001670844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bursaphelenchus	0	0.002442002	0	0	0	0.006944444	0.032258065	0.004048583	0	0.006460876	0.00874795	0.195856874	0.063345196	0.320090806	0.670873786	0.190763919	0.00655084	0	0.001670844	0	0.084649656	0.00862069	0.001539053	0.006451613	0	0.034210526	0.000114207	0.000588582	0	0	0	0.019926199	0.003586372	0.009259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Xiphinema	0	0	0.004291845	0.001828154	0.004418262	0.006944444	0	0	0	0	0.000546747	0.010357815	0.000711744	0	0	0	0	0	0.001670844	0	0	0	0	0	0.00172117	0	0	0	0.000929368	0	0	0	0	0.00154321	0	0	0	0	0	0	0	0	0	0.001506024	0	0	0	0	0	0.00530504	0	0	0	0
g__Cephalothrix	0	0.003663004	0.094420601	0	0	0.050925926	0.046082949	0	0	0	0.009294697	0.002824859	0.012811388	0.001513432	0	0.000431593	0	0	0.077694236	0	0	0	0.000769527	0.012903226	0	0	0.089995432	0.000588582	0	0	0.003184713	0	0.010161387	0.022376543	0	0.002590674	0.0028624	0	0.000705219	0	0	0	0	0	0.003018198	0.005247312	0.010989011	0.017241379	0	0	0	0	0	0
g__Endectyon	0	0	0	0	0	0.002314815	0	0.002024291	0	0	0	0.012241055	0.007117438	0	0	0.003452741	0	0	0.077694236	0	0.000405022	0	0.000192382	0	0	0	0.000571037	0.006474397	0	0	0	0	0	0	0.002923977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sollasella	0	0	0	0	0	0	0.004608295	0	0	0	0.004920722	0	0	0.003405221	0.011650485	0	0.000569638	0	0.023391813	0.003322259	0.816929931	0.498275862	0.657752982	0.090322581	0	0.371052632	0.110895386	0.592113008	0	0	0	0.005166052	0	0.000771605	0.001461988	0.002590674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Biemna	0.013043478	0	0.004291845	0.005484461	0.002945508	0	0	0	0	0.091888011	0	0	0.001423488	0.001513432	0	0	0	0	0.000835422	0	0	0	0.000192382	0.003225806	0	0	0	0.001765745	0	0.004098361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desmacella	0.034782609	0.017704518	0.0472103	0.126142596	0.020618557	0.074074074	0.01843318	0.082995951	0.034552846	0.007178751	0.037178786	0.024482109	0.009964413	0.005675369	0.019417476	0.007768666	9.49397E-05	0.03125	0.000835422	0.03820598	0	0.046551724	0.000577145	0.074193548	0.253012048	0.014912281	0.01713111	0.003531489	0.138475836	0.098360656	0.015286624	0.003690037	0.0041841	0.0625	0.038011696	0.29015544	0	0.727272727	0.009167842	0.020072993	0	0.069767442	0.010443864	0.011295181	0	0	0.115384615	0.267241379	0.005555556	0.00265252	0.185185185	0.150655022	0.105263158	0.007936508
g__Cribrochalina	0	0	0	0	0	0.00462963	0	0.001012146	0.00203252	0.00143575	0	0.016949153	0.000711744	0	0	0.004315926	0	0	0.004177109	0	0.002430134	0.001724138	0.001731435	0.006451613	0	0.006140351	0.000342622	0.002354326	0	0.008196721	0	0	0	0.014660494	0	0.002590674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neopetrosia	0	0.012820513	0.042918455	0	0	0.002314815	0.055299539	0.011133603	0	0	0.001093494	0	0.080427046	0.000378358	0	0	9.49397E-05	0	0.001670844	0.003322259	0.000810045	0.005172414	0.009041939	0.041935484	0	0.011403509	0	0.000588582	0	0.00204918	0.012738854	0.001476015	0.006575015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lissodendoryx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0.007290401	0	0	0	0	0	0.000114207	0	0	0.004098361	0	0	0	0.003858025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clathria	0.117391304	0.075091575	0.055793991	0.049360146	0.175257732	0.081018519	0	0.178137652	0.660569106	0.410624551	0	0.036723164	0.012099644	0.004161937	0.019417476	0.012516185	0.007120478	0.0625	0.067669173	0.151162791	0.004455245	0.05	0.000577145	0.074193548	0.075731497	0.029824561	0.000799452	0.010594467	0.103159851	0.227459016	0.314012739	0.266420664	0.362821279	0.145061728	0.418859649	0.064766839	0.000613371	0	0.002115656	0.010948905	0	0.023255814	0.002610966	0.015813253	0.00168664	0.000430108	0	0.025862069	0	0.00530504	0	0.002183406	0	0
g__Spongilla	0	0	0	0	0.001472754	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002506266	0	0.004050223	0.003448276	0.010196229	0	0	0	0.003997259	0.021188935	0	0	0.002547771	0.002214022	0	0	0	0.002590674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Amorphinopsis	0	0	0	0.016453382	0	0.002314815	0	0	0	0	0.000546747	0	0	0	0	0	0	0.03125	0.000835422	0	0	0	0.000769527	0	0	0	0.00045683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07751938	0	0	0	0	0	0	0	0	0	0	0	0
g__Halichondria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0	0	0	0	0.000114207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03875969	0	0	0	0	0	0	0	0	0	0	0	0
g__Suberites	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014755959	0	0	0	0	0.001670844	0	0.000810045	0	0.000384763	0	0	0.000877193	0	0	0	0	0	0.000738007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Caminus	0	0	0	0	0	0	0.216589862	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Geodia	0	0.003663004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0.015390846	0.025862069	0.019815314	0.022580645	0	0.057894737	0.016902695	0.18599176	0	0	0	0	0.001195457	0	0	0.207253886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Xerobiotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0	0	0	0	0.003426222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Siniperca_obscura	0	0	0	0	0	0	0	0	0	0	0.003236246	0	0	0	0.019384745	0	0	0	0.001266329	0	0.155121544	0.000344874	0.001007752	0	0	0	0.001240275	0.003025719	0	0	0	0	0	0	0	0	0.116576553	0.000756342	0.000698162	0.000376818	0.000289059	0.000120236	0	0.002350074	0.000574977	0.000980606	0.051121076	0.001976064	0.001083032	0.0733829	0.00784413	6.94059E-05	0.000934507	0
s__Rhodeus_sinensis	0	0.000194976	0	0	0	0	0	0	0	0	0.012944984	0	0	0.000637168	0.438263801	0	0.002531646	0	6.66489E-05	0	0.000994163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carassius_carassius	0.000843678	6.4992E-05	0.001966845	0.047438643	0.000133327	8.84721E-05	0.00407659	0.019164555	0.012986449	0.000146904	0.048543689	0.002262443	0.042925278	0.000141593	0	0	0.221518987	0	0.003132498	0.000859107	0.000609326	0.00057479	0.395891473	0.000125826	9.00982E-05	0.028588645	0.073965498	0.00626756	0.001307089	0.001047486	0.06618415	0.000216427	0.000297111	0.000105234	0.000874818	3.69932E-05	0.001186865	0.045496858	0.000930882	0.000301455	0.000289059	0.021762655	0.035059578	0.00017408	0.052897884	0.000653737	0.157050324	0.000111853	0.002093863	0.002304833	0.026821862	0.000138812	0.000856631	0
s__Spinibarbus_sinensis	0.010606243	0	0.019387468	0.003623785	0.409546189	0.000619305	0.001111797	0.041609823	0.004256428	0.00257082	0.103559871	0.325791855	0	0	0	0.001774098	0	0.006060606	0.00059984	0	0.000673465	0.000708907	0.00124031	0.002139037	0.003964321	0.00113819	0.2247153	0.008428788	7.68876E-05	0.189905338	0.004298934	0	0	0.00098218	0.000124974	0.001479728	0.004483714	0	0.541075169	0.000904364	0.001083972	0.000240471	0	0.00017408	0.001609936	0.002505993	0	0	0	0	0	0	0	0.000213356
s__Cyprinus_carpio	0.005785224	0	0.017701602	0.178784385	0.124260454	0.008316376	0.019024089	0.10845839	0.093597985	0.108243763	0.1197411	0.118401207	0.051669316	0.005522124	0.007585335	0.00295683	0.001265823	0.004040404	0.00419888	0.012763868	0.048585723	0.081217788	0.518139535	0.206102548	0.009910803	0.031869309	0.228436126	0.020531662	0.003998155	0.006478895	0.291355986	0.143328644	0.000891332	0.000806791	0.004290773	0.000554898	0.073453778	0.04636956	0.003723528	0.001130454	0.083321289	0.348923891	0.183547204	0.65619288	0.084924103	0.005120941	0.069157947	0.035904702	0.013212996	0.264981413	0.275303644	0.004372571	0.072268515	0.031149989
s__Abbottina_obtusirostris	0.002048933	0	0.007024445	0.314478669	0.000533307	0	0.029647931	0	0.000260598	0.000465196	0	0.002262443	0	0	0	0	0.037974684	0	0.443148494	0	0.000513117	0.00053647	0.002170543	0	0	0	0.001127523	0.004322455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Abbottina_rivularis	0	0	0	0.000428266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Saurogobio_dabryi	0.000964204	6.4992E-05	0.001685867	0.000527096	0.000466643	0.004512076	0.00123533	0.060774378	0.001563586	0.067159611	0	0.00678733	0	0	0	0.000591366	0.011392405	0.006060606	0.04158891	0	0.000128279	3.83193E-05	0.000387597	0.000503303	0.000540589	0.070902517	0.000112752	0.000648368	0.002844841	0.000116387	2.42878E-05	0	0	0.000210467	0	7.39864E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Homatula_potanini	0	0	0	0	0	0	0	0	0	0	0.022653722	0	0	0	0	0	0	0	0.000133298	0	6.41396E-05	0.000383193	7.75194E-05	0	0	0	0.02965385	0.000864491	0	0	0	0	0	0	0.001416372	3.69932E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Homatula_variegata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141593	0	0	0	0	6.66489E-05	0	0	0.000977143	0	0	0	0	0	0.000216123	0	0	0	0	0	0	0.000874818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Homatula_wenshanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006159292	0	0	0	0	0.001133031	0.001718213	0.000609326	0.092368708	0.001472868	0	0	0	0.000676514	0.002809596	0.000691988	3.87958E-05	0.000607194	0.000595174	0.000185694	3.50779E-05	0.21512185	0.001405741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Chanodichthys_mongolicus	0.132095938	0.626815715	0.004214667	0.000724757	0.094811926	0.063699903	0.001358863	0.045182875	0.001520153	0.001371104	0.268608414	0.086726998	0.042130366	0.024495575	0.044669195	0.001774098	0.039240506	0.024242424	0.000533191	0.010309278	0.000288628	0.000402353	0.000155039	0.402831079	0.008108839	0.006561328	0.055135867	0.097903609	0.000538213	0.289882061	0.005416171	0.00016232	1.85694E-05	0.004489968	0.007915018	0.198209529	0	0.000930882	0	7.53636E-05	0	0	0.000687443	0	0.000114995	0	0.00159442	0.000447411	0.004765343	0.001115242	0.00784413	0.045530261	0.12561327	0
s__Ctenopharyngodon_idella	0.001928408	0.000194976	0.005338578	0.000790644	0.000816626	0.002388746	0	0.003702982	0.101937109	0.0293808	0.003236246	0.00678733	0.001589825	0.033769912	0.029498525	0.001182732	0.003797468	0	0.005531858	0.308664703	0.261817715	0.432720863	0.007209302	0.008241585	0.003874223	0.47154526	0.005750366	0.063323968	0.018068584	0.002327747	0.002113035	0.000703387	0.073980539	0.004489968	0.003499271	0.00184966	0.00435184	5.81801E-05	0.000930882	0.118848444	0.000650383	0.001202357	0.000458295	8.70398E-05	0.005289788	0.001634343	9.96512E-05	0.000671116	0.002021661	0	0.000253036	0.046154914	0	0.000426712
s__Elopichthys_bambusa	0	0.039320183	0	0	0	0	0	0	0	0	0.009708738	0	0.003974563	0.001840708	0.005899705	0	0.034177215	0	0.235203946	0.000368189	0.028061061	0.000517311	0.001085271	0	0.004054419	0	0.000563761	0.011454506	0.00030755	3.87958E-05	0.000340029	0.068715507	7.42776E-05	0	0.000291606	0	0.010945536	0	0	7.53636E-05	0	0.000120236	0	0.000435199	0.000172493	0.000653737	0	0	0	0	0	0	0	0.000213356
s__Hemiculter_eigenmanni	0	0.000552432	0	0	0.000299985	0.000353888	0.000370599	0.058240759	0.000694927	0	0	0.00678733	0	0	0.019384745	0.000591366	0	0.006060606	0.000799787	0.00012273	0.105637868	0.000632269	0.000852713	0.000188739	0	0	0.000789266	0.007132051	0	3.87958E-05	0	0	0	0	0	0	0.054463932	0.109087736	0.000698162	0.000376818	0.000650383	0	0.004697525	0.001653756	0.000862466	0.002397036	0.002889885	0.07479214	0.008592058	0.010855019	0.010880567	0.003747918	0.000623004	0.000426712
s__Hemiculter_leucisculus	0.001205255	0.005199363	0	0	0.00039998	0.000265416	0	0.000357305	0	0.000146904	0.022653722	0.001508296	0.001589825	0.001769912	0.002107038	0	0.006329114	0	0.000333244	0.001350025	0.000705535	0.000287395	0.000620155	0.022271154	0.000180196	0.000334762	0.074867516	0.00389021	0.000922651	0.001590627	0.000582906	0.00032464	0.072550694	0.002069594	0.000874818	0.002145605	0.000395622	0.000698162	0	0	0	0.000240471	0	8.70398E-05	0.000229991	0.000108956	0	0.000745684	0.000505415	0.000743494	0.000759109	0.000277624	0.000311502	0
s__Hypophthalmichthys_molitrix	0	0.000942385	0	0	1.66658E-05	0.002565691	0.001111797	0.153576301	0.002866574	2.4484E-05	0.022653722	0.015082956	0.016693164	0.521699115	0.00337126	0.003548196	0.024050633	0.022222222	0.094241536	0.184339715	0.000416907	0.003487058	0.057054264	0.004592639	9.00982E-05	6.69523E-05	0.000451009	0.003457964	0.001230201	0	0.000582906	0.000432854	0.00031568	0	0.000999792	3.69932E-05	0.016616115	0.001105422	0.000232721	0.000301455	0.000216794	0.011422388	0.00091659	0.004874228	0.000517479	0.006210503	0.065072247	0.000745684	0.006642599	0.001263941	0.004807692	0.048237091	0.000389378	0.221463623
s__Hypophthalmichthys_nobilis	0.000241051	0	0.001685867	0.000263548	0.000266653	0.071131558	0.003088326	0.174949652	0.048297429	0.000636584	0	0.019607843	0	0.00099115	0	0.004139562	0.012658228	0.014141414	0.156225007	0.005154639	0.000352768	0.000498151	0.000775194	0.000566216	0.018830525	0	0.000451009	0.00389021	0.001999077	7.75916E-05	0.001821582	0.370252137	0.000891332	0	0.002749427	0.000147973	0.063958855	0	0.000232721	0.000602909	0.000867177	0.002404713	0	0.002872313	0.019319227	0.00457616	0.000298954	0	0	7.43494E-05	0	0.000416435	0	0.000640068
s__Mylopharyngodon_piceus	0	0.000974881	0	0	0	0	0	0	0	0	0	0	0	0.001911504	0.004635483	0	0	0	0.000933085	0	0.051087166	0.024888395	0.00124031	0	0	0	0.00146578	0.386427491	0	0	0	0	0	0	0	0	0.000263748	0	0	0	0	0.000240471	0	8.70398E-05	0.000459982	0.001198518	0	0	0	0	0	0	0	0
s__Squaliobarbus_curriculus	0.212124864	3.2496E-05	0.004495645	0.000724757	0.048380914	0.523400867	0.004323657	0.003345677	0.000912092	0.005851676	0	0.081447964	0.000794913	0.012106195	0.008849558	0.012418687	0	0.092929293	0.002066116	0.00257732	0.079629273	0.145153565	0.001705426	0.006039635	0.009009821	0.00488752	0.002029541	0.011670629	0.002921728	0.008612663	0.167998446	0.001514988	0.085512144	0.007471587	0.02628619	0.495116898	0.016484241	0.000407261	0.001629044	0.001130454	0.000722648	0.010460503	0.000114574	0.000609278	0.098436063	0.003595555	0.002192327	0.002199769	0.002382671	0.104684015	0.006325911	0.000138812	0.000623004	0.000426712
s__Xenocypris_yunnanensis	0	3.2496E-05	0	0	0	0	0	0	0	0	0.025889968	0	0	0	0	0	0	0	0.000199947	0.000859107	9.62094E-05	7.66386E-05	0.000465116	0	0	0	0.070582929	0.000864491	0.000999539	0	0.000267165	0.00032464	0.065401471	0.002280062	0.001166424	3.69932E-05	0	0	0	0	7.22648E-05	0.000360707	0	0.00017408	0	0.000435825	0	0	0	0	0	0	0	0.000640068
s__Zacco_platypus	0	6.4992E-05	0	0	0	0	0	0	0	4.8968E-05	0.003236246	0	0.000794913	7.07965E-05	0	0	0.208860759	0	0.000866436	0.001350025	0	0	0	6.29129E-05	9.00982E-05	0	0	0	0.000845763	3.87958E-05	0.00043718	0.00032464	0.065605734	0.001683738	0.000458238	0	0	0	0	0	0	0	0	0	0.000114995	0	0	0	0	0	0	0	0	0
